Id,Country,Date_of_decision,Fine,Controller_Processor,Quoted_Article,Type,Source,Authority,Sector,Summary
ETid-201,SPAIN,04/02/2020,1500,Cafetería Nagasaki,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00427-2018.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Accomodation and Hospitalty,"The AEPD found that the Nagasaki Cafetería did not comply with its obligations under the GDPR, as it placed its surveillance cameras in such a way as to monitor the public space outside its premises, which disproportionately affected pedestrians."
ETid-202,ITALY,15/01/2020,10000,Community of Francavilla Fontana,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9261227' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Public Sector and Education,"The community published on its website information about a court trial, including personal data such as health data about a data subject."
ETid-203,GERMANY,01/01/2019,51000,Facebook Germany GmbH,['Art. 37 GDPR'],Insufficient involvement of data protection officer,<a class='blau' href='https://datenschutz-hamburg.de/assets/pdf/28._Taetigkeitsbericht_Datenschutz_2019_HmbBfDI.pdf' target='_blank'>link</a>,Data Protection Authority of Hamburg,"Media, Telecoms and Broadcasting","Whereas Facebook Ireland had appointed a data proteciton officer for all group companies located in the EU, this appontment was not notfied to the DPA Hamburg, competent for Facebook Germany GmbH. The fine was calculated on the basis of the turnover of the German branch (EUR 35 million). Relevant factors for the calculation were i.a. that the omitted notification was immediately made up for, Facebook acted negligently and did not violate the duty to appoint a data protection officer but only the notification obligation."
ETid-204,GERMANY,01/01/2019,20000,Hamburger Verkehrsverbund GmbH (HVV GmbH),"['Art. 33 GDPR', ' Art. 34 GDPR']",Insufficient fulfilment of data breach notification obligations,<a class='blau' href='https://datenschutz-hamburg.de/assets/pdf/28._Taetigkeitsbericht_Datenschutz_2019_HmbBfDI.pdf' target='_blank'>link</a>,Data Protection Authority of Hamburg,Transportation and Energy,"On July 6, 2018, HVV GmbH was informed by a customer about a security gap on the website www.hvv.de, which was caused by an update on February 5, 2018 and concerned the so-called Customer E-Service (CES). The security gap consisted in the fact that customers logged in to the CES who had an HVV Card and linked their CES customer account to at least one active contractual relationship in background systems could, by changing the URL, display data of other customers who had an HVV Card. This data breach was not reported to the data protection authority in a timely manner."
ETid-206,SPAIN,14/02/2020,2500,"Grupo Valsor Y Losan, S.L.",['Art. 5 (1) f) GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.aepd.es/es/documento/ps-00298-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Real Estate,The controller had disclosed personal data to a third party in a property purchase agreement (breach of principles of integrity and confidentiality of personal data)
ETid-207,SPAIN,14/02/2020,3000,Colegio Arenales Carabanchel (School),['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00466-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Public Sector and Education,"The decision of the data protection authority states that the school transferred pictures (and therefore personal data) to third parties, who published them without legal basis."
ETid-208,SPAIN,18/02/2020,1500,"Mymoviles Europa 2000, S.L.",['Art. 13 GDPR'],Insufficient fulfilment of information obligations,<a class='blau' href='https://www.aepd.es/es/documento/ps-00423-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,The AEPD found that the company did not publish a privacy statement on its website and that its legal notice did not sufficiently identify itself.
ETid-209,SPAIN,14/02/2020,80000,Iberdrola Clientes,['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00181-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Transportation and Energy,"Iberdola Clientes, an electricity company, terminated the data subject's contract without its consent, concluded three new contracts with the data subject, processed his personal data unlawfully and transferred the plaintiff's personal data to a third party without legal basis. In addition to this fine the AEPD also imposed another fine in the amount of EUR 50.000 under the old Spanish Data Protection Law."
ETid-210,SPAIN,14/02/2020,42000,"Vodafone España, S.A.U.","['Art. 5 (1) f) GDPR', ' Art. 32 GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.aepd.es/es/documento/ps-00471-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting",The complainant had access to third party data in his personal Vodafone profile.
ETid-211,SPAIN,14/02/2020,30000,Xfera Moviles S.A.,"['Art. 5 (1) f) GDPR', ' Art. 32 GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.aepd.es/es/documento/ps-00385-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The AEPD found that a third party had access to the name, telephone number and address of another customer."
ETid-212,ITALY,23/01/2020,30000,Azienda Ospedaliero Universitaria Integrata di Verona (Hospital),"['Art. 5 (1) f) GDPR', ' Art. 32 GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9269629' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Health Care,"The fine was preceded by access to health data by unauthorised persons, allowing a trainee and a radiologist to gain access to the health data of their colleagues. The investigations revealed that the technical and organisational measures taken by the hospital to protect health data had proved to be insufficient to ensure adequate protection of patients' personal data, resulting in unlawful data processing. According to the data protection authority, the breach could have been avoided if the hospital had simply followed the guidelines for health records issued by the data protection authority in 2015, which stipulate that access to health records must be restricted only to health personnel involved in patient care."
ETid-213,ITALY,23/01/2020,30000,Sapienza Università di Roma,"['Art. 5 (1) f) GDPR', ' Art. 32 GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9269618' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Public Sector and Education,"The fine is based on the fact that, according to the data protection authority, the Sapienza Università made available online identification data of two people who had reported possible illegal behaviour to the university. This was due to the lack of adequate technical access control measures within the whisleblowing management system, which had not limited access to such data to authorized personnel only."
ETid-214,SPAIN,27/02/2020,120000,"Vodafone España, S.A.U.","['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00235-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","Vodafone España was unable to prove to the data protection authority that the data subject had given his consent to the processing of his personal data for the provision of a telephone contract. Furthermore, the decision of the data protection authority emphasises that Vodafone España also unlawfully disclosed the personal data of the data subject to various credit agencies."
ETid-215,SPAIN,28/02/2020,48000,"Vodafone ONO, S.A.U.",['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.aepd.es/es/documento/ps-00212-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The decision was taken due to several deficiencies in information security. For example, two people were given the same security access key."
ETid-216,SPAIN,25/02/2020,48000,HM Hospitales,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00187-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Health Care,"The data subject stated that at the time of his admission to hospital he had to fill in a form containing a checkbox indicating that, if he did not tick it, he agreed to the transfer of his data to third parties. This form, provided by HM, was not compatible with the GDPR, since consent was to be obtained through the inactivity of the data subject."
ETid-217,SPAIN,25/02/2020,6000,Casa Gracio Operation,['Art. 5 (1) c) GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00369-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Accomodation and Hospitalty,The company used CCTV cameras in the premises of a hotel which also captured the public roads outside the hotel resulting in a violation of the so called principle of data minimisation.
ETid-218,THE NETHERLANDS,03/03/2020,525000,Royal Dutch Tennis Association ('KNLTB'),"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://autoriteitpersoonsgegevens.nl/sites/default/files/atoms/files/boetebesluit_knltb.pdf' target='_blank'>link</a>,Dutch Supervisory Authority for Data Protection (AP),Individuals and Private Associations,"The Dutch Data Protection Authority has fined the Royal Dutch Tennis Association ('KNLTB') with EUR 525,000 for selling the personal data of more than 350,000 of its members to sponsors who had contacted some of the members by mail and telephone for direct marketing purposes. It was found that the KNLTB sold personal data such as name, gender and address to third parties without obtaining the consent of the data subjects. The data protection authority also rejected the existence of a legitimate interest for the sale of the data and therefore decided that there was no legal basis for the transfer of the personal data to the sponsors."
